Timestamp,Sensor4,Sensor5,Sensor8,Sensor9,Label
2025-04-04 06:32:42,54,68,304,88,paper
2025-04-04 06:32:42,53,71,304,88,paper
2025-04-04 06:32:43,53,69,297,88,paper
2025-04-04 06:32:43,54,69,303,86,paper
2025-04-04 06:32:43,53,69,301,87,paper
2025-04-04 06:32:43,54,70,296,88,paper
2025-04-04 06:32:43,54,69,306,89,paper
2025-04-04 06:32:43,54,68,298,87,paper
2025-04-04 06:32:43,52,67,299,87,paper
2025-04-04 06:32:43,54,69,300,87,paper
2025-04-04 06:32:43,54,70,307,88,paper
2025-04-04 06:32:43,53,67,304,87,paper
2025-04-04 06:32:44,54,67,303,88,paper
2025-04-04 06:32:44,54,67,307,88,paper
2025-04-04 06:32:44,54,69,307,87,paper
2025-04-04 06:32:44,53,68,303,88,paper
2025-04-04 06:32:44,53,68,309,88,paper
2025-04-04 06:32:44,54,67,308,86,paper
2025-04-04 06:32:44,54,69,307,85,paper
2025-04-04 06:32:44,54,69,301,87,paper
2025-04-04 06:32:44,53,68,308,87,paper
2025-04-04 06:32:44,53,69,301,88,paper
2025-04-04 06:32:45,53,69,300,88,paper
2025-04-04 06:32:45,53,70,304,89,paper
2025-04-04 06:32:45,53,69,272,87,paper
2025-04-04 06:32:45,54,68,268,86,paper
2025-04-04 06:32:45,55,68,269,86,paper
2025-04-04 06:32:45,54,69,265,87,paper
2025-04-04 06:32:45,54,70,259,87,paper
2025-04-04 06:32:45,52,69,250,87,paper
2025-04-04 06:32:45,53,70,245,87,paper
2025-04-04 06:32:46,54,70,250,85,paper
2025-04-04 06:32:46,53,70,261,87,paper
2025-04-04 06:32:46,53,70,249,87,paper
2025-04-04 06:32:46,53,70,251,84,paper
2025-04-04 06:32:46,52,69,252,86,paper
2025-04-04 06:32:46,52,70,252,84,paper
2025-04-04 06:32:46,53,70,252,87,paper
2025-04-04 06:32:46,53,70,258,86,paper
2025-04-04 06:32:47,52,70,258,85,paper
2025-04-04 06:32:47,54,69,264,83,paper
2025-04-04 06:32:47,54,69,269,84,paper
2025-04-04 06:32:47,52,70,265,80,paper
2025-04-04 06:32:47,53,70,265,80,paper
2025-04-04 06:32:47,54,70,267,81,paper
2025-04-04 06:32:47,53,71,260,82,paper
2025-04-04 06:32:47,52,69,259,79,paper
2025-04-04 06:32:47,51,69,279,81,paper
2025-04-04 06:32:47,52,68,273,82,paper
2025-04-04 06:32:48,53,69,266,80,paper
2025-04-04 06:32:48,51,71,258,79,paper
2025-04-04 06:32:48,52,71,256,81,paper
2025-04-04 06:32:48,52,70,259,82,paper
2025-04-04 06:32:48,52,70,259,80,paper
2025-04-04 06:32:48,51,69,241,83,paper
2025-04-04 06:32:48,52,70,255,84,paper
2025-04-04 06:32:48,52,69,251,87,paper
2025-04-04 06:32:48,51,69,261,86,paper
2025-04-04 06:32:48,53,69,260,86,paper
2025-04-04 06:32:49,51,69,261,87,paper
2025-04-04 06:32:49,52,69,257,87,paper
2025-04-04 06:32:49,50,68,256,89,paper
2025-04-04 06:32:49,51,69,254,89,paper
2025-04-04 06:32:49,51,69,247,87,paper
2025-04-04 06:32:49,53,70,252,87,paper
2025-04-04 06:32:49,50,70,247,87,paper
2025-04-04 06:32:49,52,69,247,87,paper
2025-04-04 06:32:49,50,70,245,88,paper
2025-04-04 06:32:49,51,70,249,87,paper
2025-04-04 06:32:50,50,70,246,87,paper
2025-04-04 06:32:50,51,70,253,86,paper
2025-04-04 06:32:50,52,71,244,88,paper
2025-04-04 06:32:50,51,71,256,86,paper
2025-04-04 06:32:50,51,69,247,88,paper
2025-04-04 06:32:50,51,70,256,88,paper
2025-04-04 06:32:50,52,72,254,87,paper
2025-04-04 06:32:50,50,70,250,88,paper
2025-04-04 06:32:50,51,70,253,88,paper
2025-04-04 06:32:50,50,71,264,88,paper
2025-04-04 06:32:51,52,70,252,87,paper
2025-04-04 06:32:51,52,71,251,86,paper
2025-04-04 06:32:51,50,70,256,87,paper
2025-04-04 06:32:51,51,70,244,88,paper
2025-04-04 06:32:51,50,72,240,87,paper
2025-04-04 06:32:51,51,70,238,88,paper
2025-04-04 06:32:51,52,72,236,87,paper
2025-04-04 06:32:51,51,72,252,87,paper
2025-04-04 06:32:51,51,69,247,86,paper
2025-04-04 06:32:51,50,70,247,86,paper
2025-04-04 06:32:52,51,70,248,86,paper
2025-04-04 06:32:52,51,70,245,86,paper
2025-04-04 06:32:52,52,71,246,88,paper
2025-04-04 06:32:52,53,71,248,86,paper
2025-04-04 06:32:52,51,70,248,87,paper
2025-04-04 06:32:52,52,71,234,88,paper
2025-04-04 06:32:52,52,70,227,87,paper
2025-04-04 06:32:52,52,71,224,87,paper
2025-04-04 06:32:52,50,71,220,86,paper
2025-04-04 06:32:53,52,70,224,87,paper
2025-04-04 06:32:53,51,71,220,86,paper
2025-04-04 06:32:53,51,70,221,86,paper
2025-04-04 06:32:53,50,70,221,86,paper
2025-04-04 06:32:53,52,69,222,85,paper
2025-04-04 06:32:53,52,71,226,86,paper
2025-04-04 06:32:53,52,71,224,87,paper
2025-04-04 06:32:53,52,71,224,88,paper
2025-04-04 06:32:53,52,70,226,87,paper
2025-04-04 06:32:53,51,68,221,86,paper
2025-04-04 06:32:54,52,71,224,86,paper
2025-04-04 06:32:54,51,71,221,84,paper
2025-04-04 06:32:54,51,70,227,85,paper
2025-04-04 06:32:54,52,70,222,84,paper
2025-04-04 06:32:54,52,69,218,84,paper
2025-04-04 06:32:54,51,70,217,84,paper
2025-04-04 06:32:54,51,70,217,84,paper
2025-04-04 06:32:54,52,68,217,85,paper
2025-04-04 06:32:55,52,70,217,84,paper
2025-04-04 06:32:55,50,69,218,84,paper
2025-04-04 06:32:55,51,70,231,85,paper
2025-04-04 06:32:55,51,69,225,85,paper
2025-04-04 06:32:55,51,70,225,85,paper
2025-04-04 06:32:55,51,71,226,85,paper
2025-04-04 06:32:55,52,71,231,86,paper
2025-04-04 06:32:55,52,70,232,86,paper
2025-04-04 06:32:55,52,70,231,85,paper
2025-04-04 06:32:55,52,70,231,85,paper
2025-04-04 06:32:56,52,70,223,85,paper
2025-04-04 06:32:56,52,69,220,85,paper
2025-04-04 06:32:56,52,70,222,85,paper
2025-04-04 06:32:56,52,69,217,85,paper
2025-04-04 06:32:56,52,70,210,85,paper
2025-04-04 06:32:56,53,70,195,85,paper
2025-04-04 06:32:56,51,70,207,84,paper
2025-04-04 06:32:56,52,69,200,87,paper
2025-04-04 06:32:56,51,70,201,86,paper
2025-04-04 06:32:57,52,70,204,86,paper
2025-04-04 06:32:57,52,70,222,87,paper
2025-04-04 06:32:57,52,69,236,87,paper
2025-04-04 06:32:57,50,69,255,86,paper
2025-04-04 06:32:57,51,69,263,87,paper
2025-04-04 06:32:57,50,69,259,87,paper
2025-04-04 06:32:57,50,69,221,90,paper
2025-04-04 06:32:57,50,68,219,89,paper
